reviewText,unixReviewTime,reviewTime
"He has ever had passion to explore some aspects of women, but now he's a ""grown up"". I don't want to see Englishmen, Americans and French themselves playing French in a movie describing history facts, we can not find THE REASON France fought with England when those emotions has been confused a lot. Though I like Milla Jovovich, always. About French's madness, if you are interested in it's beauty and mystery (in this movie, it is expressed little and not so completely), I recommend ""Beatrice"" and ""the ninth gate""(but I've ever seen few French movies). Notice how those people betray God; the ways are funny sometimes and beautiful sometimes, though are cruel (cruelty is based on despair) the same time, of course. I don't know how successful the two movies are, in trying to touch the thought of God, since I myself do not really understand God and find it is hard to understand a little more; at least I am sure they are closer than this one.",1007251200,"12 2, 2001"
"If you haven't watched this movie by now, you have to see it.  The bond between these two women grow as they start out by taking a weekend trip to a cabin, but end up running from the law.",1404432000,"07 4, 2014"
"It starts a bit slow and if you are unfamiliar with the British system of government it might take a few minutes to put it together, but it is well worth it.Sir Ian is absolutely despicable and that is pat of what makes this great",1365638400,"04 11, 2013"
"My son and I love The Andy Griffith Show. A friend recommended this movie and I am so glad she did! This was a pleasure to watch. We will be watching this one again, I am sure!!",1409184000,"08 28, 2014"
Great movie!  Truly a classic.  If you are in oil and gas or ever have been I highly recommend you watching this movie at least once!!,1384560000,"11 16, 2013"
"got this DVD sent to Hong Kong. I like zombie movies for those made with good special effects, this one... I dont' even want to rate it.Some of the lines are funny as English Jokes, as a Non-native speaker I can get some of them... but I think zombie movies are not to be just full of dirty jokes without a good job in gore scenes at all...waste of my money while I had to pay US$21 for this one.",1274140800,"05 18, 2010"
Fair not the best,1469318400,"07 24, 2016"
My husband like it. I fell asleep.,1419811200,"12 29, 2014"
Nice movie to watch.,1416528000,"11 21, 2014"
I loved this as a child in the 50's and thought I would never see this again.  What a pleasant surprise.,1444262400,"10 8, 2015"
Worst Mad Max film ever!,1445558400,"10 23, 2015"
"Due to no closed captioning, I was playing it in fast forward. But it is very entertainment.",1061078400,"08 17, 2003"
It was just a horrible movie.,1421625600,"01 19, 2015"
"This is one of John Wayne's better movies. If you like Westerns this one is for you. Watch this movie sometime,enjoy.it.",1397174400,"04 11, 2014"
A classic & I am just so happy to own it! I loved it as a kid & my kids love it. =),1426204800,"03 13, 2015"
Did not finish it. Did not see any point to finishing it.,1462838400,"05 10, 2016"
Ok movie. Doesn't hurt to watch.,1410393600,"09 11, 2014"
"Why do some directors and writers of horror movies think it's fair to completely annoy their audiences with these ambiguous endings, so that even though you may have enjoyed the movie, you hate the resolution!  It's such  a cop out.  It's like they're telling you, the third in the series is  coming out.  Unfortunately, this particular series should probably stop.  I  liked the first movie a lot; it was suspenseful, imaginative, and pretty  scary.  The acting was generally better too.  This time around, the acting  and script are pretty irritating.  First of all, anyone who knows their  geography will get a big clue early in the film.  Secondly, Freddie  Prinze's character is such a jerk in the beginning, you can't believe his  sudden transformation.  Third, I figured out the villain very early in the  film, so there was little suspense.  The acting overall is lame; Jennifer  Love Hewitt has decided to join Neve Campbell in the ""I'm only doing  this for the money, and I'm really wasting my time in this silly horror  movie.""  She does look a lot like Kate Jackson in this one, though.  Freddie Prinze is absolutely awful, completely unconvincing, and a pretty  shoddy hero, to boot.  The guy who plays Titus is an offensive,  stereotypical insult to intelligent viewers, providing none of the comic  relief the director obviously wanted.  Jeffrey Combs, who was so good in  the ""Reanimator"" movies looks as bored as Miss Hewitt, and does  nothing to pad his resume.  Three actors do manage to rise above their  material:  Jennifer Esposito as Nancy, the barmaid is very good; Brandy is  surprisingly effective as Julie's best friend, although her character does  become annoying and stupid; and Matthew Settle as the good-natured Bill is  very effective.  I still think Gorton's should sue for using their  fisherman image, but it is a horror movie.  That's what so sad.  It could  have been a lot better, but it's too predictable and a little too gory, as  well.  When all is said and done, ""Halloween"" and ""A  Nightmare on Elm Street"" (the first in the series) are still the  benchmarks for modern horror movies!",962582400,"07 3, 2000"
I had seen this movie many years ago and now that I have a copy for my collection I am very pleased.  This is a terrific movie and it is as effective today as it was when it first came out.  I recommend this movie to anyone who enjoys a beautiful story that has a beautiful meaning along with a wonderful story line and absolutely GREAT acting.,1222214400,"09 24, 2008"
Great Movie !,1422403200,"01 28, 2015"
"I really can't figure out why this movie was made. The main character is unlikable.  It is not a feel good movie.  It was well made, but what was the point?? Oh, did I mention that the ending was unsatisfying?  It may be your kind of movie, but wasn't mine.",1473292800,"09 8, 2016"
Was looking for classic movie DVDs for my elementary age daughters...this DVD was a great price and great reviews however it was considered to long to finish even on a road trip. So this will be a good rainy day or snow-day DVD for our family.,1380672000,"10 2, 2013"
"This movie would not have been worth even one star had it not been for Angelina Jolie. She alone makes the movie watchable and although she cannot make up for bad writing or directing, she is fun to watch as a strong heroine. Visual effects are, of course, great, and the story line is interesting too, but the story is just too shallow.All in all, though, it is a movie to be seen on the big screen and it is a fun ride.",993340800,"06 24, 2001"
waste of time,1439769600,"08 17, 2015"
"The Hives set up by the influential Umbrella Corporaton has been secretly conducting genetic experiments and the subterranean lab has unfortunately been plagued by a viral outbreak, taking its toll on the working staff. It is up to Milla Jovovich and Michelle Rodriguez with the assistance of cop Eric Mabius to confront and isolate the virus. Accompanying them is an elite task force - and the situation is critical with the time factor going against them. They have to reach the Red Queen, the mother of the computer network that powers and defend the Hive.Unless you are a computer fanatic of the popular Capcom game and its spawned 3 sequels or wanting to get a thrill from seeing the protagonists battling terrifying obstacles through the dark labyrinths, you might want to spare yourself from surviving a horrible movie.It is a splatter of unnecessary gore with decapitated corpses and mindless violence that desensitized rather than offer true scares. The phalanx of cannibals and vampire-like troops eating people alive and animatronic creatures like Licker, Zombie Dogs doesn't exactly fascinate either. Paul WS Anderson who also helmed the cheesy Mortal Kombat makes a movie that is stocked full of grunge rock to compensate for its lack of atmosphere.The only saving grace of the movie is Milla Jovovich hiking up the kick... factor with her resilient mantle. Otherwise the movie is a sputtering mess - and it's a shame when horror-chiller George A Romero of the famed Living Dead trilogy inspired this movie. Resident Evil is butchered unscrupulously into a gore flick which is shockingly horrible instead of terrifying.",1017619200,"04 1, 2002"
